Country,Region,Year,Gender,Population Density,Health Expenditure Govt,Health Expenditure Pvt,Health Expenditure Indv,Life Expectancy,Education Expenditure,Mean years in school,Average Income,Employment Rate,Income Inequality,Child Mortality Rate,Adult Mortality Rate,Suicides,Murders
Sweden,WESTERN EUROPE,2000,Male,21.6,86.7,13.3,14.5,77.3,6.82,12.4,1270.0,62.6,39.5,346.0,140.0,1430.0,118.0
Switzerland,WESTERN EUROPE,2000,Male,181.0,53.6,46.4,33.6,76.9,4.08,9.59,2700.0,75.9,38.6,345.0,166.0,1570.0,88.6
Syria,NEAR EAST,2000,Male,89.4,39.7,60.3,64.3,71.0,2.6,7.84,1080.0,74.6,46.5,429.0,275.0,319.0,418.0
Tajikistan,C.W. OF IND. STATES,2000,Male,44.4,41.5,58.5,79.2,62.5,2.21,10.2,558.0,61.7,36.4,373.0,193.0,282.0,370.0
Tanzania,SUB-SAHARAN AFRICA,2000,Male,38.6,42.8,57.2,37.7,49.6,2.6,5.93,563.0,81.3,27.9,415.0,409.0,1990.0,2850.0
Thailand,ASIA (EX. NEAR EAST),2000,Male,123.0,47.0,53.0,34.2,66.9,4.46,8.86,932.0,79.4,46.2,438.0,315.0,10500.0,8280.0
Togo,SUB-SAHARAN AFRICA,2000,Male,91.4,34.6,65.4,75.6,52.7,4.21,5.75,683.0,79.3,43.6,427.0,396.0,378.0,141.0
Tonga,OCEANIA,2000,Male,136.0,65.4,34.6,17.9,68.8,3.55,9.38,663.0,71.1,37.7,412.0,255.0,6.8,3.5
Trinidad and Tobago,LATIN AMER. & CARIB,2000,Male,247.0,47.6,52.4,57.3,65.0,2.55,11.2,1230.0,68.5,45.5,406.0,263.0,175.0,167.0
Tunisia,NORTHERN AFRICA,2000,Male,62.4,51.7,48.3,38.6,70.8,5.55,9.46,716.0,60.6,74.2,460.0,351.0,340.0,99.8
Turkey,NEAR EAST,2000,Male,82.2,70.3,29.7,28.9,66.4,2.2,8.52,1220.0,67.8,54.5,380.0,294.0,2540.0,1990.0
Turkmenistan,C.W. OF IND. STATES,2000,Male,9.61,60.4,39.6,50.0,59.6,2.32,11.0,953.0,72.4,35.0,495.0,321.0,512.0,272.0
Tuvalu,OCEANIA,2000,Male,314.0,99.6,0.43,0.104,0.0,0.0,0.0,719.0,0.0,39.1,83.4,0.0,0.0,0.0
Uganda,SUB-SAHARAN AFRICA,2000,Male,120.0,26.4,73.6,37.7,44.7,2.56,5.94,464.0,74.5,43.6,511.0,389.0,2730.0,1510.0
Ukraine,C.W. OF IND. STATES,2000,Male,84.3,61.2,38.8,48.4,61.7,3.94,10.9,771.0,56.0,40.1,361.0,246.0,18100.0,7280.0
United Arab Emirates,NEAR EAST,2000,Male,37.7,79.0,21.0,22.1,73.4,0.0,9.5,1030.0,89.5,40.0,434.0,248.0,143.0,43.9
United Kingdom,WESTERN EUROPE,2000,Male,244.0,83.9,16.1,11.6,75.3,3.86,12.2,3400.0,65.6,58.9,314.0,180.0,5840.0,505.0
United States,NORTHERN AMERICA,2000,Male,30.8,44.9,55.1,15.5,74.1,4.51,12.1,2220.0,71.3,52.0,329.0,237.0,35700.0,18200.0
Uruguay,LATIN AMER. & CARIB,2000,Male,19.0,59.6,40.4,25.2,71.1,2.3,8.8,1760.0,67.5,54.7,406.0,217.0,579.0,157.0
Uzbekistan,C.W. OF IND. STATES,2000,Male,58.4,69.6,30.4,52.7,64.0,9.37,10.2,503.0,68.4,33.9,381.0,272.0,2650.0,951.0
Vanuatu,OCEANIA,2000,Male,15.2,76.9,23.1,7.55,65.9,6.14,7.31,586.0,74.3,37.6,403.0,373.0,28.9,2.47
Venezuela,LATIN AMER. & CARIB,2000,Male,27.8,42.6,57.4,48.8,68.5,4.12,8.46,683.0,70.7,62.8,415.0,261.0,2120.0,6800.0
Vietnam,ASIA (EX. NEAR EAST),2000,Male,259.0,34.5,65.5,37.2,68.4,3.06,7.85,862.0,79.9,34.2,417.0,351.0,7280.0,1650.0
Yemen,NEAR EAST,2000,Male,33.9,31.5,68.5,43.5,59.0,3.6,5.85,899.0,62.6,50.1,540.0,453.0,754.0,521.0
Zambia,SUB-SAHARAN AFRICA,2000,Male,14.2,60.6,39.4,26.6,43.0,1.82,6.47,678.0,72.6,54.5,410.0,386.0,880.0,995.0
Zimbabwe,SUB-SAHARAN AFRICA,2000,Male,31.6,54.6,45.4,36.5,43.0,6.04,8.56,878.0,75.1,27.5,396.0,329.0,1550.0,1160.0
Afghanistan,ASIA (EX. NEAR EAST),2000,Female,30.8,5.62,94.4,85.4,56.7,2.39,1.32,603.0,0.0,30.5,470.0,0.0,1250.0,3590.0
Albania,EASTERN EUROPE,2000,Female,114.0,50.0,50.0,64.6,77.0,2.89,9.24,668.0,0.0,38.9,375.0,0.0,175.0,260.0
Algeria,NORTHERN AFRICA,2000,Female,13.1,75.4,24.6,25.8,71.7,4.47,7.78,724.0,0.0,56.2,460.0,0.0,1080.0,463.0
Andorra,WESTERN EUROPE,2000,Female,139.0,64.4,35.6,47.9,0.0,2.52,14.2,1220.0,0.0,40.0,12.9,0.0,6.19,0.47
Angola,SUB-SAHARAN AFRICA,2000,Female,13.2,86.8,13.2,27.3,49.5,2.99,4.04,642.0,0.0,57.2,486.0,0.0,819.0,672.0
Antigua and Barbuda,LATIN AMER. & CARIB,2000,Female,190.0,66.5,33.5,27.0,75.9,3.43,12.9,758.0,0.0,40.0,437.0,0.0,1.59,3.23
Argentina,LATIN AMER. & CARIB,2000,Female,13.5,59.8,40.2,29.1,77.5,4.6,10.6,1510.0,0.0,47.7,402.0,0.0,4520.0,2350.0
Armenia,C.W. OF IND. STATES,2000,Female,108.0,31.0,69.0,74.4,74.5,2.33,9.92,514.0,0.0,31.5,366.0,0.0,135.0,137.0
Australia,OCEANIA,2000,Female,2.48,65.8,34.2,21.0,82.3,4.83,13.1,831.0,0.0,38.7,391.0,0.0,2560.0,330.0
Austria,WESTERN EUROPE,2000,Female,97.9,74.0,26.1,17.8,81.1,5.37,10.1,1920.0,0.0,33.4,302.0,0.0,1660.0,84.8
Azerbaijan,C.W. OF IND. STATES,2000,Female,98.3,23.8,76.3,77.1,69.9,4.04,10.4,776.0,0.0,70.5,376.0,0.0,218.0,463.0
Bahamas,LATIN AMER. & CARIB,2000,Female,29.8,39.9,60.1,21.4,75.5,3.84,11.4,1450.0,0.0,40.0,432.0,0.0,7.55,48.4
Bahrain,NEAR EAST,2000,Female,874.0,69.6,30.4,25.8,75.4,3.97,9.03,1280.0,0.0,40.0,440.0,0.0,56.3,14.5
Bangladesh,ASIA (EX. NEAR EAST),2000,Female,1010.0,36.1,63.9,61.1,65.7,1.28,4.76,875.0,0.0,28.0,508.0,0.0,12800.0,4560.0
Barbados,LATIN AMER. & CARIB,2000,Female,628.0,68.0,32.0,39.4,75.6,4.35,10.1,915.0,0.0,40.0,487.0,0.0,13.0,23.0
Belarus,C.W. OF IND. STATES,2000,Female,49.0,71.1,28.9,16.0,73.1,5.4,10.5,611.0,0.0,55.6,366.0,0.0,4160.0,1260.0
Belgium,WESTERN EUROPE,2000,Female,340.0,76.8,23.2,0.0,81.0,4.75,11.9,2410.0,0.0,41.7,321.0,0.0,2400.0,210.0
Belize,LATIN AMER. & CARIB,2000,Female,10.8,62.2,37.8,39.3,71.4,5.12,8.02,579.0,0.0,60.3,435.0,0.0,15.2,42.8
Benin,SUB-SAHARAN AFRICA,2000,Female,60.9,45.0,55.0,52.5,57.0,2.69,2.78,597.0,0.0,40.7,430.0,0.0,498.0,184.0
Bhutan,ASIA (EX. NEAR EAST),2000,Female,15.0,68.4,31.6,11.5,60.9,4.41,2.79,630.0,0.0,40.9,460.0,0.0,34.6,10.8
Bolivia,LATIN AMER. & CARIB,2000,Female,7.7,63.8,36.2,32.6,62.8,4.81,8.17,855.0,0.0,39.2,405.0,0.0,568.0,572.0
Bosnia and Herzegovina,EASTERN EUROPE,2000,Female,73.9,47.1,52.9,39.6,76.9,0.0,8.52,669.0,0.0,30.0,379.0,0.0,412.0,137.0
Botswana,SUB-SAHARAN AFRICA,2000,Female,3.05,52.4,47.6,11.2,51.2,6.67,7.94,398.0,0.0,47.0,397.0,0.0,304.0,198.0
Brazil,LATIN AMER. & CARIB,2000,Female,21.0,43.0,57.0,46.5,74.0,3.88,7.23,1110.0,0.0,37.9,417.0,0.0,10600.0,53000.0
Brunei,ASIA (EX. NEAR EAST),2000,Female,63.2,77.8,22.1,15.8,76.9,3.64,13.6,1510.0,0.0,40.0,455.0,0.0,12.7,4.82
Bulgaria,EASTERN EUROPE,2000,Female,73.7,74.0,26.0,40.4,75.1,3.21,9.93,1090.0,0.0,38.9,366.0,0.0,1610.0,321.0
Burkina Faso,SUB-SAHARAN AFRICA,2000,Female,42.4,38.7,61.3,42.2,51.7,2.92,1.68,480.0,0.0,38.1,455.0,0.0,715.0,110.0
Burundi,SUB-SAHARAN AFRICA,2000,Female,249.0,32.2,67.8,41.8,53.2,3.02,3.26,422.0,0.0,35.1,424.0,0.0,636.0,63.0
Cambodia,ASIA (EX. NEAR EAST),2000,Female,68.8,16.0,84.0,68.7,60.6,1.55,4.8,905.0,0.0,42.0,380.0,0.0,673.0,513.0
Cameroon,SUB-SAHARAN AFRICA,2000,Female,32.3,23.3,76.7,77.4,50.9,1.77,5.92,627.0,0.0,41.9,460.0,0.0,1370.0,567.0
Canada,NORTHERN AMERICA,2000,Female,3.38,71.3,28.8,16.6,81.7,5.38,13.0,1390.0,0.0,44.8,333.0,0.0,4170.0,476.0
Cape Verde,SUB-SAHARAN AFRICA,2000,Female,108.0,80.7,19.3,25.3,71.2,4.74,6.15,530.0,0.0,52.5,395.0,0.0,51.3,51.6
Central African Republic,SUB-SAHARAN AFRICA,2000,Female,6.03,39.7,60.3,41.2,45.2,1.59,3.34,425.0,0.0,57.6,444.0,0.0,336.0,227.0
Chad,SUB-SAHARAN AFRICA,2000,Female,6.63,34.7,65.3,56.2,48.6,2.02,1.67,419.0,0.0,28.2,432.0,0.0,430.0,215.0
Chile,LATIN AMER. & CARIB,2000,Female,20.5,38.3,61.7,42.8,79.7,3.41,11.2,1030.0,0.0,48.4,417.0,0.0,1980.0,775.0
China,ASIA (EX. NEAR EAST),2000,Female,137.0,50.5,49.5,60.1,73.7,1.79,8.84,985.0,0.0,37.1,417.0,0.0,205000.0,43900.0
Colombia,LATIN AMER. & CARIB,2000,Female,36.4,58.6,41.4,13.2,74.8,3.67,8.66,963.0,0.0,59.1,417.0,0.0,3040.0,26200.0
Comoros,SUB-SAHARAN AFRICA,2000,Female,291.0,71.2,28.8,82.0,61.1,3.65,4.83,702.0,0.0,34.1,416.0,0.0,21.7,34.3
"Congo, Dem. Rep.",SUB-SAHARAN AFRICA,2000,Female,20.8,4.04,96.0,50.4,51.5,1.04,4.54,503.0,0.0,40.4,423.0,0.0,2670.0,1850.0
"Congo, Rep.",SUB-SAHARAN AFRICA,2000,Female,9.45,59.6,40.4,52.7,52.4,4.51,6.41,590.0,0.0,56.4,409.0,0.0,249.0,170.0
Costa Rica,LATIN AMER. & CARIB,2000,Female,76.9,76.5,23.5,31.6,79.8,4.75,8.84,776.0,0.0,42.1,441.0,0.0,260.0,247.0
Cote d'Ivoire,SUB-SAHARAN AFRICA,2000,Female,52.5,22.6,77.4,58.5,47.3,3.94,3.22,842.0,0.0,40.3,428.0,0.0,1450.0,344.0
Croatia,EASTERN EUROPE,2000,Female,79.1,86.5,13.5,13.9,78.3,3.49,8.72,1170.0,0.0,16.3,367.0,0.0,1050.0,113.0
Cuba,LATIN AMER. & CARIB,2000,Female,105.0,89.6,10.4,16.2,78.6,7.28,11.1,959.0,0.0,40.0,397.0,0.0,1960.0,678.0
Cyprus,NEAR EAST,2000,Female,102.0,35.8,64.2,55.9,80.1,4.91,12.2,855.0,0.0,30.1,339.0,0.0,44.7,19.1
Czech Republic,EASTERN EUROPE,2000,Female,133.0,90.9,9.11,10.2,78.2,3.42,11.0,1920.0,0.0,22.8,380.0,0.0,1790.0,202.0
Denmark,WESTERN EUROPE,2000,Female,126.0,82.5,17.5,15.4,79.1,7.59,11.4,2050.0,0.0,37.2,368.0,0.0,957.0,78.8
Djibouti,SUB-SAHARAN AFRICA,2000,Female,31.0,60.0,40.0,51.3,58.6,9.27,4.02,774.0,0.0,36.5,445.0,0.0,25.8,47.8
Dominica,LATIN AMER. & CARIB,2000,Female,92.9,70.4,29.6,34.1,0.0,5.0,11.4,664.0,0.0,40.0,139.0,0.0,2.38,3.57
Dominican Republic,LATIN AMER. & CARIB,2000,Female,177.0,20.9,79.1,55.3,73.8,2.06,8.75,668.0,0.0,39.9,445.0,0.0,464.0,970.0
Ecuador,LATIN AMER. & CARIB,2000,Female,50.8,55.4,44.6,63.9,76.1,1.18,8.74,530.0,0.0,41.9,406.0,0.0,940.0,2310.0
Egypt,NORTHERN AFRICA,2000,Female,70.2,46.5,53.5,62.5,71.1,4.41,7.44,791.0,0.0,34.0,405.0,0.0,2040.0,337.0
El Salvador,LATIN AMER. & CARIB,2000,Female,283.0,38.5,61.5,51.0,73.3,2.54,7.34,976.0,0.0,41.2,462.0,0.0,568.0,3090.0
Equatorial Guinea,SUB-SAHARAN AFRICA,2000,Female,21.9,57.0,43.0,65.2,54.2,0.9,5.58,360.0,0.0,40.0,447.0,0.0,41.5,27.4
Eritrea,SUB-SAHARAN AFRICA,2000,Female,33.6,47.9,52.1,63.1,57.2,2.97,3.95,533.0,0.0,40.0,441.0,0.0,226.0,239.0
Estonia,BALTICS,2000,Female,33.0,89.8,10.2,20.4,76.1,4.97,9.13,948.0,0.0,47.8,362.0,0.0,481.0,193.0
Ethiopia,SUB-SAHARAN AFRICA,2000,Female,66.5,40.0,60.0,36.0,53.3,2.43,4.08,523.0,0.0,47.7,448.0,0.0,5290.0,6780.0
Fiji,OCEANIA,2000,Female,44.4,79.9,20.1,10.8,70.2,5.05,10.2,786.0,0.0,35.3,499.0,0.0,102.0,45.8
Finland,WESTERN EUROPE,2000,Female,17.1,71.7,28.3,23.2,81.2,5.4,11.0,1260.0,0.0,47.1,395.0,0.0,1300.0,139.0
France,WESTERN EUROPE,2000,Female,109.0,79.7,20.3,7.27,82.7,4.89,11.2,1830.0,0.0,73.3,333.0,0.0,13600.0,812.0
Gabon,SUB-SAHARAN AFRICA,2000,Female,4.78,37.9,62.1,53.1,60.2,3.06,8.11,391.0,0.0,46.3,436.0,0.0,105.0,60.5
Gambia,SUB-SAHARAN AFRICA,2000,Female,122.0,29.1,70.9,35.3,57.2,1.32,3.52,817.0,0.0,39.6,460.0,0.0,44.8,15.4
Georgia,C.W. OF IND. STATES,2000,Female,68.0,5.21,94.8,81.0,75.4,3.78,11.2,544.0,0.0,26.9,389.0,0.0,315.0,176.0
Germany,WESTERN EUROPE,2000,Female,234.0,81.4,18.6,12.1,80.9,4.08,11.3,1750.0,0.0,50.8,340.0,0.0,13500.0,979.0
Ghana,SUB-SAHARAN AFRICA,2000,Female,83.2,57.5,42.5,53.9,57.8,4.58,6.17,701.0,0.0,47.0,471.0,0.0,903.0,734.0
Greece,WESTERN EUROPE,2000,Female,86.4,52.0,48.0,39.4,81.4,2.62,11.5,1390.0,0.0,51.6,361.0,0.0,436.0,124.0
Grenada,LATIN AMER. & CARIB,2000,Female,299.0,43.5,56.5,62.3,72.6,4.74,10.1,960.0,0.0,40.0,439.0,0.0,5.96,5.48
Guatemala,LATIN AMER. & CARIB,2000,Female,109.0,36.0,64.0,58.8,71.0,1.88,5.41,858.0,0.0,37.4,503.0,0.0,1170.0,3840.0
Guinea,SUB-SAHARAN AFRICA,2000,Female,35.8,20.5,79.5,54.0,51.2,1.91,2.07,451.0,0.0,34.4,449.0,0.0,421.0,218.0
Guinea-Bissau,SUB-SAHARAN AFRICA,2000,Female,44.2,24.8,75.3,39.3,53.3,2.21,2.08,778.0,0.0,49.5,417.0,0.0,91.5,83.5
Guyana,LATIN AMER. & CARIB,2000,Female,3.83,79.2,20.8,17.5,67.9,6.6,9.25,1220.0,0.0,39.5,429.0,0.0,162.0,139.0
Haiti,LATIN AMER. & CARIB,2000,Female,310.0,40.9,59.1,44.2,59.5,1.46,5.54,634.0,0.0,47.5,486.0,0.0,704.0,916.0
Honduras,LATIN AMER. & CARIB,2000,Female,58.3,53.7,46.3,44.8,73.0,3.92,6.86,675.0,0.0,58.5,393.0,0.0,201.0,1860.0
Hungary,EASTERN EUROPE,2000,Female,113.0,84.0,16.0,27.3,76.1,4.62,11.1,1250.0,0.0,36.2,368.0,0.0,3190.0,311.0
Iceland,WESTERN EUROPE,2000,Female,2.8,84.4,15.6,19.4,81.9,5.73,9.68,928.0,0.0,25.8,412.0,0.0,37.8,2.8
India,ASIA (EX. NEAR EAST),2000,Female,354.0,26.0,74.0,71.7,63.4,4.26,5.08,1050.0,0.0,32.1,509.0,0.0,202000.0,45000.0
Indonesia,ASIA (EX. NEAR EAST),2000,Female,117.0,35.7,64.3,43.7,68.0,1.53,7.91,996.0,0.0,40.8,444.0,0.0,7600.0,4350.0
Iran,ASIA (EX. NEAR EAST),2000,Female,40.6,44.8,55.2,59.6,71.1,4.01,9.12,978.0,0.0,59.2,506.0,0.0,4360.0,1800.0
Iraq,NEAR EAST,2000,Female,54.3,0.41,99.6,54.6,71.5,4.6,5.49,971.0,0.0,41.9,428.0,0.0,1740.0,1840.0
Ireland,WESTERN EUROPE,2000,Female,55.9,72.5,27.5,12.1,79.5,4.26,12.4,1450.0,0.0,38.6,348.0,0.0,505.0,39.9
Israel,NEAR EAST,2000,Female,278.0,69.2,30.8,29.5,81.0,5.98,13.2,881.0,0.0,34.7,448.0,0.0,580.0,192.0
Italy,WESTERN EUROPE,2000,Female,195.0,70.8,29.2,26.5,82.5,4.06,12.0,2570.0,0.0,56.1,456.0,0.0,5010.0,714.0
Jamaica,LATIN AMER. & CARIB,2000,Female,245.0,52.6,47.4,29.0,75.2,5.6,11.0,1170.0,0.0,41.3,390.0,0.0,54.8,396.0
Japan,ASIA (EX. NEAR EAST),2000,Female,350.0,82.3,17.7,15.9,84.5,3.05,13.4,1060.0,0.0,46.8,363.0,0.0,30700.0,1120.0
Jordan,NEAR EAST,2000,Female,57.5,62.1,37.9,39.1,73.3,4.21,10.5,977.0,0.0,36.9,421.0,0.0,176.0,194.0
Kazakhstan,C.W. OF IND. STATES,2000,Female,5.58,63.8,36.2,48.5,69.5,3.68,10.8,1150.0,0.0,35.3,497.0,0.0,5600.0,2960.0
Kenya,SUB-SAHARAN AFRICA,2000,Female,55.3,46.4,53.6,46.2,53.8,5.13,7.19,878.0,0.0,54.1,508.0,0.0,1420.0,2280.0
Kiribati,OCEANIA,2000,Female,104.0,95.0,4.99,0.151,67.0,6.1,8.73,555.0,0.0,37.0,437.0,0.0,18.4,2.74
Kuwait,NEAR EAST,2000,Female,115.0,81.9,18.1,22.3,74.3,5.19,9.94,1140.0,0.0,40.0,500.0,0.0,60.8,32.2
Lao,ASIA (EX. NEAR EAST),2000,Female,23.1,59.7,40.3,44.8,60.3,0.9,4.79,866.0,0.0,32.6,419.0,0.0,615.0,36.1
Latvia,BALTICS,2000,Female,38.3,66.3,33.7,47.7,75.3,4.99,10.7,759.0,0.0,45.0,405.0,0.0,828.0,290.0
Lebanon,NEAR EAST,2000,Female,316.0,28.3,71.7,57.8,76.1,1.7,9.12,1090.0,0.0,47.5,448.0,0.0,97.7,146.0
Lesotho,SUB-SAHARAN AFRICA,2000,Female,61.6,46.6,53.4,35.4,49.5,7.19,8.07,395.0,0.0,56.0,407.0,0.0,377.0,608.0
Liberia,SUB-SAHARAN AFRICA,2000,Female,29.9,27.8,72.2,69.6,53.1,3.9,3.34,798.0,0.0,36.5,429.0,0.0,185.0,77.1
Libya,NORTHERN AFRICA,2000,Female,3.04,49.6,50.4,51.3,72.3,2.14,5.47,1050.0,0.0,40.0,405.0,0.0,202.0,103.0
Lithuania,BALTICS,2000,Female,55.9,74.2,25.9,27.2,76.8,5.7,10.2,1280.0,0.0,44.6,459.0,0.0,1610.0,345.0
Luxembourg,WESTERN EUROPE,2000,Female,168.0,92.4,7.56,14.3,80.8,3.83,10.3,1460.0,0.0,33.8,357.0,0.0,67.8,6.83
Madagascar,SUB-SAHARAN AFRICA,2000,Female,27.1,53.6,46.4,36.6,59.7,2.11,4.35,574.0,0.0,38.8,437.0,0.0,890.0,461.0
Malawi,SUB-SAHARAN AFRICA,2000,Female,121.0,37.9,62.1,17.3,48.2,4.51,4.38,350.0,0.0,44.8,440.0,0.0,752.0,321.0
Malaysia,ASIA (EX. NEAR EAST),2000,Female,70.6,60.2,39.8,41.0,75.0,4.29,10.3,998.0,0.0,20.0,436.0,0.0,1630.0,546.0
Maldives,ASIA (EX. NEAR EAST),2000,Female,935.0,61.3,38.7,63.0,71.1,3.6,6.65,844.0,0.0,41.3,451.0,0.0,11.6,3.33
Mali,SUB-SAHARAN AFRICA,2000,Female,8.99,52.3,47.7,73.7,48.8,2.89,1.53,603.0,0.0,49.2,494.0,0.0,350.0,252.0
Malta,WESTERN EUROPE,2000,Female,1240.0,67.5,32.5,26.6,79.7,3.97,8.87,783.0,0.0,28.0,451.0,0.0,23.3,6.01
Marshall Islands,OCEANIA,2000,Female,290.0,82.8,17.2,7.89,0.0,6.51,7.88,542.0,0.0,40.0,134.0,0.0,8.7,3.1
Mauritania,SUB-SAHARAN AFRICA,2000,Female,2.63,59.0,41.0,81.0,61.6,2.98,3.86,528.0,0.0,40.3,417.0,0.0,87.4,54.9
Mauritius,SUB-SAHARAN AFRICA,2000,Female,584.0,54.7,45.3,44.0,74.8,3.41,8.85,941.0,0.0,38.6,428.0,0.0,141.0,28.6
Mexico,LATIN AMER. & CARIB,2000,Female,52.3,42.1,57.9,52.2,76.8,4.11,8.82,1380.0,0.0,36.1,487.0,0.0,4510.0,13600.0
"Micronesia, Fed. Sts.",OCEANIA,2000,Female,153.0,95.2,4.83,4.82,67.9,23.6,11.6,521.0,0.0,42.4,422.0,0.0,18.2,6.54
Moldova,C.W. OF IND. STATES,2000,Female,128.0,64.2,35.8,47.2,71.0,5.38,11.2,622.0,0.0,43.4,389.0,0.0,806.0,468.0
Monaco,WESTERN EUROPE,2000,Female,21500.0,89.5,10.5,7.01,0.0,1.17,0.0,1970.0,0.0,40.0,9.7,0.0,0.0,0.0
Mongolia,ASIA (EX. NEAR EAST),2000,Female,1.54,79.5,20.5,17.7,65.9,5.53,8.54,593.0,0.0,32.0,420.0,0.0,519.0,274.0
Morocco,NORTHERN AFRICA,2000,Female,64.6,32.2,67.8,54.1,70.2,5.5,4.13,715.0,0.0,55.4,403.0,0.0,1470.0,338.0
Mozambique,SUB-SAHARAN AFRICA,2000,Female,23.0,67.1,32.9,16.4,50.0,2.38,3.16,392.0,0.0,52.1,440.0,0.0,1220.0,1110.0
Namibia,SUB-SAHARAN AFRICA,2000,Female,2.31,71.0,29.0,3.17,58.1,6.52,7.5,541.0,0.0,51.4,412.0,0.0,246.0,371.0
Nauru,OCEANIA,2000,Female,502.0,78.3,21.6,4.11,0.0,0.0,0.0,555.0,0.0,40.0,71.1,0.0,0.0,0.0
Nepal,ASIA (EX. NEAR EAST),2000,Female,166.0,17.3,82.7,55.8,63.4,2.01,3.83,655.0,0.0,25.8,407.0,0.0,2890.0,562.0
Netherlands,WESTERN EUROPE,2000,Female,472.0,71.0,29.0,9.45,80.7,4.03,12.0,3430.0,0.0,51.9,324.0,0.0,1950.0,228.0
New Zealand,OCEANIA,2000,Female,14.7,77.2,22.8,15.4,80.7,6.78,13.0,659.0,0.0,38.2,391.0,0.0,510.0,62.9
Nicaragua,LATIN AMER. & CARIB,2000,Female,41.8,64.4,35.6,44.1,72.5,2.77,7.02,974.0,0.0,39.4,509.0,0.0,417.0,541.0
Niger,SUB-SAHARAN AFRICA,2000,Female,8.96,39.9,60.1,60.8,50.5,2.87,1.3,447.0,0.0,34.9,433.0,0.0,398.0,254.0
Nigeria,SUB-SAHARAN AFRICA,2000,Female,134.0,25.6,74.5,72.9,47.2,0.85,5.97,865.0,0.0,53.5,438.0,0.0,5370.0,918.0
North Korea,ASIA (EX. NEAR EAST),2000,Female,190.0,0.0,0.0,0.0,69.0,0.0,10.6,573.0,0.0,37.0,500.0,0.0,2860.0,748.0
Norway,WESTERN EUROPE,2000,Female,12.3,80.3,18.6,17.9,81.4,5.84,12.3,1300.0,0.0,35.1,336.0,0.0,615.0,50.5
Oman,NEAR EAST,2000,Female,7.33,84.0,16.0,11.7,74.5,3.71,7.38,917.0,0.0,40.0,414.0,0.0,55.0,13.2
Pakistan,ASIA (EX. NEAR EAST),2000,Female,180.0,25.7,74.3,61.5,63.6,2.18,3.71,1020.0,0.0,24.5,502.0,0.0,5820.0,7150.0
Palau,OCEANIA,2000,Female,41.7,77.0,23.0,16.2,0.0,0.0,0.0,840.0,0.0,40.0,41.6,0.0,0.0,0.0
Panama,LATIN AMER. & CARIB,2000,Female,40.8,68.0,32.0,27.4,77.7,4.64,10.1,848.0,0.0,40.1,406.0,0.0,183.0,312.0
Papua New Guinea,OCEANIA,2000,Female,12.3,86.2,13.8,9.07,64.4,6.9,5.33,547.0,0.0,28.4,424.0,0.0,738.0,399.0
Paraguay,LATIN AMER. & CARIB,2000,Female,13.3,36.0,64.0,45.8,72.3,4.86,8.08,836.0,0.0,40.8,374.0,0.0,228.0,789.0
Peru,LATIN AMER. & CARIB,2000,Female,20.2,54.4,45.6,38.3,73.2,3.15,9.31,1210.0,0.0,53.0,372.0,0.0,981.0,1060.0
Philippines,ASIA (EX. NEAR EAST),2000,Female,262.0,39.5,60.5,41.2,70.3,2.57,9.46,963.0,0.0,28.5,432.0,0.0,3800.0,12200.0
Poland,EASTERN EUROPE,2000,Female,126.0,72.9,27.1,31.1,77.9,4.64,11.6,1250.0,0.0,29.5,369.0,0.0,7190.0,1120.0
Portugal,WESTERN EUROPE,2000,Female,113.0,62.6,37.4,25.0,80.3,4.96,8.71,1690.0,0.0,58.1,373.0,0.0,1410.0,238.0
Qatar,NEAR EAST,2000,Female,51.0,62.6,37.4,30.0,77.7,2.06,8.98,1140.0,0.0,40.0,433.0,0.0,49.4,6.17
Romania,EASTERN EUROPE,2000,Female,96.1,68.7,31.3,19.4,74.3,2.82,10.8,816.0,0.0,40.5,372.0,0.0,2770.0,767.0
Russia,C.W. OF IND. STATES,2000,Female,8.94,73.9,26.1,30.2,71.9,3.55,11.5,1450.0,0.0,52.8,419.0,0.0,74700.0,46500.0
Rwanda,SUB-SAHARAN AFRICA,2000,Female,325.0,36.5,63.5,24.9,49.2,3.34,4.13,436.0,0.0,42.5,420.0,0.0,708.0,385.0
Samoa,OCEANIA,2000,Female,61.7,70.9,29.1,12.0,72.8,3.55,12.2,1400.0,0.0,42.1,440.0,0.0,22.7,7.93
San Marino,WESTERN EUROPE,2000,Female,457.0,86.7,13.3,26.6,0.0,3.55,0.0,1420.0,0.0,40.0,15.3,0.0,0.0,0.0
Sao Tome and Principe,SUB-SAHARAN AFRICA,2000,Female,144.0,32.2,67.8,35.6,65.1,2.52,5.05,865.0,0.0,32.1,430.0,0.0,2.25,7.14
Saudi Arabia,NEAR EAST,2000,Female,9.66,52.1,47.9,18.5,74.3,7.19,8.38,851.0,0.0,40.0,416.0,0.0,507.0,80.5
Senegal,SUB-SAHARAN AFRICA,2000,Female,51.3,32.5,67.5,55.4,59.4,3.06,2.76,498.0,0.0,53.8,512.0,0.0,614.0,122.0
Serbia,EASTERN EUROPE,2000,Female,108.0,70.9,29.1,29.6,75.1,4.39,9.03,1360.0,0.0,33.7,374.0,0.0,2110.0,395.0
Seychelles,SUB-SAHARAN AFRICA,2000,Female,176.0,85.2,14.8,17.6,76.6,5.23,8.92,820.0,0.0,41.3,409.0,0.0,8.56,7.49
